y,x
9.208594543915755,6.823518632481434
3.4124897066617783,0.5382101880222268
7.753038654246398,2.2035987277261135
3.3693341999378505,1.843718106986697
8.67240406128566,1.7590590108503035
15.744830274594928,8.120945066557736
12.05577417290785,9.233449980270564
5.674057103684726,2.7657439779710624
19.216404954627322,8.197545615930022
17.56430186917866,8.898926931111859
20.431022691311725,5.129704552295319
8.370891455763097,2.4496460106879647
26.266233471586073,8.242415960974114
9.048557035923496,2.137629633750955
7.70182858825847,7.414670522347096
11.913720961873274,6.299402045896808
4.899907515583189,9.27407258525167
3.814769703706997,2.319081886064188
22.555096364369064,7.9912512862008285
7.933498676893369,5.1816503685271424
3.836298207978795,2.315556248170675
5.115417530443276,1.6590399324074456
14.09851066402299,4.977889684977939
11.122687557731425,5.827246406153199
4.033053788564144,1.8433798742847973
2.2709817676713806,0.14894916760232246
11.411014802851303,4.711332288904608
14.201228628630297,7.282433281832617
21.052707045094216,9.186004917735433
13.84910867096846,6.2553400573546405
20.70214541763867,9.171225725476024
28.681083135205807,8.646902510937748
4.5245470108930075,2.1814287324998793
15.518698875129123,8.66127430738243
22.38315074719152,7.307519363712538
4.401051523647519,2.778652902989278
25.52505060316212,7.970435531834646
17.296163223272952,8.652217128437364
7.222062010083283,2.9943789563745726
14.548830584948625,5.27042084030297
4.580947423466583,0.714868066233969
16.952691492230297,5.832384101510581
5.177242588586741,2.3790639962961757
14.506057303743852,7.649636461036485
5.338456824779721,1.7363163617540256
7.688930540352367,3.127422562507669
0.5203063345957815,0.1447447679006697
2.2284814471339662,0.32551921606589374
14.89820088459142,4.967018417953405
11.012188895321376,4.683125344265761
6.991301965699773,1.2769032289247773
7.363335308611042,2.575625049095238
0.900543705081425,0.031811092933116125
8.974703512485275,3.810677478158191
10.122954820617807,5.758730840369665
5.712242177694396,4.272987712829501
20.134353706241107,8.351023473085695
9.562482094922025,6.164912514101898
5.247846812291029,2.660839120112748
16.77150212807888,8.110221113180831
12.52941031962814,4.994867503030172
18.42430888870487,7.588103210038678
12.551721981424876,5.660890863267189
2.490786855722039,4.374403615572591
8.181520855674615,3.9615444441742342
0.4433709579570351,0.22235287919878832
9.954612577951263,4.693507881679626
17.871891664089073,6.235584021581056
24.284935963717814,9.461134210107419
10.5326802688674,4.3532608016548675
12.708448946731076,4.8564140307999715
5.322917537517744,5.191151439794956
9.881354745375827,4.0859097999211595
15.252135917697686,5.787957188512473
1.1616402911709915,0.7035067327572531
12.369888395393831,4.883838312032239
11.529671309930986,6.101448283017323
20.708732155934197,7.4387910731965645
13.728334575426183,4.298303204342466
5.357816733278367,3.0280213272238434
2.7047183772051646,0.05890033317469734
15.204328162285151,7.564789701459572
6.312677597543402,0.7757597019857643
8.852086662795037,4.899880376589137
7.290151712242181,3.043610967824563
18.90818675115,8.408221621763609
15.930664337269366,9.504758622500841
1.769016138940814,3.188745787343831
14.729320964788961,8.977682889262574
11.351656096580474,3.375290506103422
15.587009716099471,8.121121105135764
15.344472732294248,7.98843598059114
20.9998235417131,6.55285177011079
6.957833564699984,2.287034547756054
5.344219113468226,1.376744647422684
12.635101082608283,4.243711389270112
1.8937792352727016,1.5153875301930686
19.11592954229397,8.732729487880516
4.961778591554113,1.791267574878015
1.3864018956982647,0.3029466161232719
