y,x
5.499622640112817,6.823518632481434
2.396795534669804,0.5382101880222268
3.0267877242690977,2.2035987277261135
0.6926480472353808,1.843718106986697
2.7015001344926506,1.7590590108503035
3.2613074980768673,8.120945066557736
1.1327724237170556,9.233449980270564
3.6529607793105625,2.7657439779710624
3.8476304072890213,8.197545615930022
2.8135632996757383,8.898926931111859
7.674223518892738,5.129704552295319
3.8264733634596824,2.4496460106879647
5.183225386722294,8.242415960974114
3.3600420923695076,2.137629633750955
3.2806175024609336,7.414670522347096
7.060052093408243,6.299402045896808
-0.30787878020108694,9.27407258525167
1.8988735345330618,2.319081886064188
4.827444171126382,7.9912512862008285
4.684197436857328,5.1816503685271424
1.8971408999478603,2.315556248170675
1.2130846378043587,1.6590399324074456
5.8834243725391975,4.977889684977939
6.68543091459174,5.827246406153199
0.9518876440949419,1.8433798742847973
2.7723294125993143,0.14894916760232246
4.965392914702891,4.711332288904608
5.069555588590636,7.282433281832617
2.9329806917232295,9.186004917735433
7.5206510760810295,6.2553400573546405
2.9029930776118804,9.171225725476024
5.233308175404708,8.646902510937748
1.8024127130662946,2.1814287324998793
2.6845981826649954,8.66127430738243
6.693448860215607,7.307519363712538
3.263339753580651,2.778652902989278
5.461228127429455,7.970435531834646
3.035049980645138,8.652217128437364
4.547455198593811,2.9943789563745726
6.473911454967736,5.27042084030297
2.522440486839599,0.714868066233969
8.047986794503927,5.832384101510581
2.537115084054535,2.3790639962961757
3.982776198241644,7.649636461036485
1.3515267251830494,1.7363163617540256
4.83532874134214,3.127422562507669
1.3230975851840503,0.1447447679006697
2.2414346507677156,0.32551921606589374
6.07015146618182,4.967018417953405
4.851121480564041,4.683125344265761
2.259061046306862,1.2769032289247773
3.7846765205091613,2.575625049095238
1.8425010994137765,0.031811092933116125
4.970585323353887,3.810677478158191
6.350405746705274,5.758730840369665
3.557864637669777,4.272987712829501
3.8568302959148255,8.351023473085695
6.575217354696269,6.164912514101898
3.2765319547877074,2.660839120112748
3.480412382028205,8.110221113180831
5.5132341538195435,4.994867503030172
4.960049069348106,7.588103210038678
6.754979949623332,5.660890863267189
2.635263886538869,4.374403615572591
4.562468599915712,3.9615444441742342
1.1436630579581433,0.22235287919878832
4.582780280515894,4.693507881679626
8.435760444273178,6.235584021581056
2.687527590427722,9.461134210107419
4.789482133221945,4.3532608016548675
5.397778735929515,4.8564140307999715
4.061233071004708,5.191151439794956
4.879496882279253,4.0859097999211595
7.592756057343313,5.787957188512473
0.620390353524779,0.7035067327572531
5.339068500068067,4.883838312032239
7.012854442539157,6.101448283017323
5.898478846358172,7.4387910731965645
5.6896176514788355,4.298303204342466
4.0026928571051865,3.0280213272238434
3.457148452854704,0.05890033317469734
4.367957168913002,7.564789701459572
3.2795931893387786,0.7757597019857643
4.468246150967329,4.899880376589137
4.629361371468198,3.043610967824563
3.5620992910491833,8.408221621763609
0.9830684521244114,9.504758622500841
3.056429542773187,3.188745787343831
2.159558498931178,8.977682889262574
6.017906541328314,3.375290506103422
3.229724593123079,8.121121105135764
3.3894827459804064,7.98843598059114
8.732760544116486,6.55285177011079
2.93512847637031,2.287034547756054
1.386544062660188,1.376744647422684
5.449556373365823,4.243711389270112
-0.167956907106943,1.5153875301930686
3.307014313980499,8.732729487880516
1.2529852214489592,1.791267574878015
1.6936673702578204,0.3029466161232719
